설치장소명,설치장소상세,설치시설구분,서비스제공사,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,위도,경도
교남동주민센터,송월길 154,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 송월길 154,,서울특별시청,37.571925,126.961969
무악동주민센터,통일로14길 36,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 통일로14길 36,,서울특별시청,37.576017,126.958268
부암동주민센터,창의문로 145(부암동),관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 창의문로 145(부암동),,서울특별시청,37.592465,126.964097
부암동주민센터,창의문로 145(부암동),관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 창의문로 145(부암동),,서울특별시청,37.592465,126.964097
삼청동주민센터,삼청로 107,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼청로 107,,서울특별시청,37.584915,126.981745
삼청동주민센터,삼청로 107,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼청로 107,,서울특별시청,37.584915,126.981745
숭인1동주민센터,지봉로 86,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 지봉로 86,,서울특별시청,37.577809,127.01565
숭인1동주민센터,지봉로 86,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 지봉로 86,,서울특별시청,37.577809,127.01565
숭인1동주민센터,지봉로 86,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 지봉로 86,,서울특별시청,37.577809,127.01565
숭인1동주민센터,지봉로 86,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 지봉로 86,,서울특별시청,37.577809,127.01565
숭인1동주민센터,지봉로 86,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 지봉로 86,,서울특별시청,37.577809,127.01565
숭인1동주민센터,지봉로 86,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 지봉로 86,,서울특별시청,37.577809,127.01565
숭인1동주민센터,지봉로 86,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 지봉로 86,,서울특별시청,37.577809,127.01565
숭인1동주민센터,지봉로 86,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 지봉로 86,,서울특별시청,37.577809,127.01565
숭인2동주민센터,종로65길 10,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 종로65길 10,,서울특별시청,37.574905,127.020006
숭인2동주민센터,종로65길 10,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 종로65길 10,,서울특별시청,37.574905,127.020006
숭인2동주민센터,종로65길 10,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 종로65길 10,,서울특별시청,37.574905,127.020006
숭인2동주민센터,종로65길 10,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 종로65길 10,,서울특별시청,37.574905,127.020006
숭인2동주민센터,종로65길 10,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 종로65길 10,,서울특별시청,37.574905,127.020006
